request,Candidate:token,Candidate:id,Candidate,Candidate_Entity:token,Candidate_Entity:id,Candidate_Entity,Specific_Party:token,Specific_Party:id,Specific_Party,General_Party:token,General_Party:id,General_Party,Election_Jurisdiction:token,Election_Jurisdiction:id,Election_Jurisdiction,Election_Year:token,Election_Year:id,Election_Year,Election_Type:token,Election_Type:id,Election_Type,Office_Sought:token,Office_Sought:id,Office_Sought,Election_Status:token,Election_Status:id,Election_Status,Incumbency_Status:token,Incumbency_Status:id,Incumbency_Status,#_of_Records,Total_$
s=AL&y=2014&f-core=1&c-t-id=165308,c-t-id,165308,"CHESTEEN, DONNIE",c-t-eid,12997494,"CHESTEEN, DONNIE",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,200,HOUSE DISTRICT 087,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,99,53291.68
s=AL&y=2014&f-core=1&c-t-id=165247,c-t-id,165247,"BEECH, ELAINE",c-t-eid,12997447,"BEECH, ELAINE",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,178,HOUSE DISTRICT 065,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,64,52450
s=AL&y=2014&f-core=1&c-t-id=192083,c-t-id,192083,"SMITH, SUSAN E",c-t-eid,26826240,"SMITH, SUSAN E",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,240,SENATE DISTRICT 022,c-t-ftsts,Lost-General,Lost-General,c-t-ico,O,Open,86,51713.69
s=AL&y=2014&f-core=1&c-t-id=165238,c-t-id,165238,"MCADORY, LAWRENCE",c-t-eid,6373882,"MCADORY, LAWRENCE",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,169,HOUSE DISTRICT 056,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,I,Incumbent,24,51374
s=AL&y=2014&f-core=1&c-t-id=165248,c-t-id,165248,"MELTON, DARRIO",c-t-eid,12997452,"MELTON, DARRIO",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,180,HOUSE DISTRICT 067,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,133,49924
s=AL&y=2014&f-core=1&c-t-id=165306,c-t-id,165306,"FORTE, BERRY",c-t-eid,6505248,"FORTE, BERRY",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,197,HOUSE DISTRICT 084,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,41,48850
s=AL&y=2014&f-core=1&c-t-id=165249,c-t-id,165249,"JACKSON, THOMAS E (ACTION)",c-t-eid,6373145,"JACKSON, THOMAS E (ACTION)",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,181,HOUSE DISTRICT 068,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,29,48150
s=AL&y=2014&f-core=1&c-t-id=165319,c-t-id,165319,"STATEN, CHARLIE L",c-t-eid,21859313,"STATEN, CHARLIE L",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,216,HOUSE DISTRICT 103,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,14,48000
s=AL&y=2014&f-core=1&c-t-id=165514,c-t-id,165514,"VIGNEUELLE, TOM",c-t-eid,22027759,"VIGNEUELLE, TOM",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,14981,US HOUSE DISTRICT AL 006,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,38,47160.52
s=AL&y=2014&f-core=1&c-t-id=165300,c-t-id,165300,"SESSIONS, DAVID",c-t-eid,12997537,"SESSIONS, DAVID",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,218,HOUSE DISTRICT 105,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,76,46125
s=AL&y=2014&f-core=1&c-t-id=165254,c-t-id,165254,"HOWARD, RALPH A",c-t-eid,12997461,"HOWARD, RALPH A",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,185,HOUSE DISTRICT 072,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,29,45858.4
s=AL&y=2014&f-core=1&c-t-id=165517,c-t-id,165517,"BEASON, SCOTT",c-t-eid,22027762,"BEASON, SCOTT",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,14981,US HOUSE DISTRICT AL 006,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,45,44525
s=AL&y=2014&f-core=1&c-t-id=165264,c-t-id,165264,"HOLMES, ALVIN",c-t-eid,6381394,"HOLMES, ALVIN",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,191,HOUSE DISTRICT 078,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,28,44350
s=AL&y=2014&f-core=1&c-t-id=164769,c-t-id,164769,"ADETUNJI, TIJUANA",c-t-eid,21541216,"ADETUNJI, TIJUANA",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,191,HOUSE DISTRICT 078,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,166,43810.03
s=AL&y=2014&f-core=1&c-t-id=165379,c-t-id,165379,"SEALY, HOBBIE L",c-t-eid,22025587,"SEALY, HOBBIE L",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,9184,AUDITOR,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,36,42826.75
s=AL&y=2014&f-core=1&c-t-id=175540,c-t-id,175540,"WILLIAMS, PHILLIP",c-t-eid,12997302,"WILLIAMS, PHILLIP",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,119,HOUSE DISTRICT 006,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,152,42325
s=AL&y=2014&f-core=1&c-t-id=164693,c-t-id,164693,"FLETCHER, GINGER",c-t-eid,21346869,"FLETCHER, GINGER",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,139,HOUSE DISTRICT 026,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,C,Challenger,30,42285.4
s=AL&y=2014&f-core=1&c-t-id=174088,c-t-id,174088,"DOOLITTLE, BEAU",c-t-eid,23599993,"DOOLITTLE, BEAU",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,253,SENATE DISTRICT 035,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,55,41769.48
s=AL&y=2014&f-core=1&c-t-id=165278,c-t-id,165278,"BECKMAN, PAUL",c-t-eid,12997497,"BECKMAN, PAUL",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,201,HOUSE DISTRICT 088,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,50,41624
s=AL&y=2014&f-core=1&c-t-id=143735,c-t-id,143735,"SHAW, GREG",c-t-eid,18912427,"SHAW, GREG",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,12304,SUPREME COURT-SHAW SEAT,c-t-ftsts,Won-Retention,Won-Retention,c-t-ico,I,Incumbent,16,41163.43
s=AL&y=2014&f-core=1&c-t-id=165299,c-t-id,165299,"WILCOX, JULIA (MARGIE)",c-t-eid,18912714,"WILCOX, JULIA (MARGIE)",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,217,HOUSE DISTRICT 104,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,64,41124
s=AL&y=2014&f-core=1&c-t-id=164746,c-t-id,164746,"CARNS, JIM",c-t-eid,6568575,"CARNS, JIM",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,161,HOUSE DISTRICT 048,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,49,40450
s=AL&y=2014&f-core=1&c-t-id=164702,c-t-id,164702,"HOLMES, MIKE",c-t-eid,18912689,"HOLMES, MIKE",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,144,HOUSE DISTRICT 031,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,55,40201.94
s=AL&y=2014&f-core=1&c-t-id=164699,c-t-id,164699,"MCLAUGHLIN, JEFF",c-t-eid,21347465,"MCLAUGHLIN, JEFF",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,140,HOUSE DISTRICT 027,c-t-ftsts,Lost-General,Lost-General,c-t-ico,O,Open,47,40150.4
s=AL&y=2014&f-core=1&c-t-id=164638,c-t-id,164638,"PETTUS, PHILLIP",c-t-eid,21273436,"PETTUS, PHILLIP",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,114,HOUSE DISTRICT 001,c-t-ftsts,Won-General,Won-General,c-t-ico,C,Challenger,69,40035.61
s=AL&y=2014&f-core=1&c-t-id=165303,c-t-id,165303,"WARREN, PEBBLIN W",c-t-eid,12997481,"WARREN, PEBBLIN W",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,195,HOUSE DISTRICT 082,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,34,39400
s=AL&y=2014&f-core=1&c-t-id=165250,c-t-id,165250,"LAWRENCE, KELVIN J",c-t-eid,21777109,"LAWRENCE, KELVIN J",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,182,HOUSE DISTRICT 069,c-t-ftsts,Won-General,Won-General,c-t-ico,O,Open,48,38599.96
s=AL&y=2014&f-core=1&c-t-id=164510,c-t-id,164510,"BELL, CINDY",c-t-eid,21270725,"BELL, CINDY",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,234,SENATE DISTRICT 016,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,111,37866.33
s=AL&y=2014&f-core=1&c-t-id=173943,c-t-id,173943,"MARSDEN, JENNIFER",c-t-eid,23597665,"MARSDEN, JENNIFER",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,206,HOUSE DISTRICT 093,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,91,37260.4
s=AL&y=2014&f-core=1&c-t-id=164546,c-t-id,164546,"BARRY, GEORGE",c-t-eid,21273349,"BARRY, GEORGE",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,220,SENATE DISTRICT 002,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,C,Challenger,11,37012.47
s=AL&y=2014&f-core=1&c-t-id=164742,c-t-id,164742,"BARKLEY, JUSTIN",c-t-eid,21529723,"BARKLEY, JUSTIN",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,159,HOUSE DISTRICT 046,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,110,36849.47
s=AL&y=2014&f-core=1&c-t-id=164748,c-t-id,164748,"HILL, JIM",c-t-eid,21529729,"HILL, JIM",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,163,HOUSE DISTRICT 050,c-t-ftsts,Won-General,Won-General,c-t-ico,O,Open,58,36001.41
s=AL&y=2014&f-core=1&c-t-id=164590,c-t-id,164590,"MURPHREE, JIM",c-t-eid,21273392,"MURPHREE, JIM",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,235,SENATE DISTRICT 017,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,40,35824.39
s=AL&y=2014&f-core=1&c-t-id=164695,c-t-id,164695,"SHERROD, DOUG",c-t-eid,21347127,"SHERROD, DOUG",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,141,HOUSE DISTRICT 028,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,123,35697.19
s=AL&y=2014&f-core=1&c-t-id=165381,c-t-id,165381,"PETERSON, DALE",c-t-eid,13010343,"PETERSON, DALE",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,9184,AUDITOR,c-t-ftsts,Lost-Primary Runoff,Lost-Primary Runoff,c-t-ico,O,Open,7,34941.72
s=AL&y=2014&f-core=1&c-t-id=165288,c-t-id,165288,"FAUST SR, JOE",c-t-eid,6583917,"FAUST SR, JOE",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,207,HOUSE DISTRICT 094,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,54,34900
s=AL&y=2014&f-core=1&c-t-id=164666,c-t-id,164666,"FARLEY, ALLEN",c-t-eid,12997334,"FARLEY, ALLEN",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,128,HOUSE DISTRICT 015,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,69,33660
s=AL&y=2014&f-core=1&c-t-id=165411,c-t-id,165411,"BOOZER, YOUNG",c-t-eid,6688579,"BOOZER, YOUNG",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,9188,TREASURER,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,180,33500
s=AL&y=2014&f-core=1&c-t-id=173946,c-t-id,173946,"MCMILLAN, STEVE",c-t-eid,12997509,"MCMILLAN, STEVE",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,208,HOUSE DISTRICT 095,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,48,33050
s=AL&y=2014&f-core=1&c-t-id=164558,c-t-id,164558,"BLAIR, DAVID",c-t-eid,21273361,"BLAIR, DAVID",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,225,SENATE DISTRICT 007,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,C,Challenger,111,32632.51
s=AL&y=2014&f-core=1&c-t-id=164644,c-t-id,164644,"JACKSON, BOBBY",c-t-eid,21273442,"JACKSON, BOBBY",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,118,HOUSE DISTRICT 005,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,C,Challenger,19,32285.21
s=AL&y=2014&f-core=1&c-t-id=165275,c-t-id,165275,"LEWIS, BOBBY",c-t-eid,21777635,"LEWIS, BOBBY",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,198,HOUSE DISTRICT 085,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,53,31920.6
s=AL&y=2014&f-core=1&c-t-id=164765,c-t-id,164765,"TRAUTWEIN, JODY",c-t-eid,21530422,"TRAUTWEIN, JODY",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,186,HOUSE DISTRICT 073,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,102,31558.46
s=AL&y=2014&f-core=1&c-t-id=165291,c-t-id,165291,"BIGGS, WAYNE E",c-t-eid,21778131,"BIGGS, WAYNE E",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,211,HOUSE DISTRICT 098,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,51,31178.16
s=AL&y=2014&f-core=1&c-t-id=164682,c-t-id,164682,"HODGES, BILLY",c-t-eid,21339170,"HODGES, BILLY",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,137,HOUSE DISTRICT 024,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,21,30476.6
s=AL&y=2014&f-core=1&c-t-id=164550,c-t-id,164550,"WHITLOCK, BRUCE",c-t-eid,21273353,"WHITLOCK, BRUCE",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,222,SENATE DISTRICT 004,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,C,Challenger,10,29293.08
s=AL&y=2014&f-core=1&c-t-id=173947,c-t-id,173947,"PERDUE, JIM",c-t-eid,23597669,"PERDUE, JIM",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,9186,SECRETARY OF STATE,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,92,28778.16
s=AL&y=2014&f-core=1&c-t-id=164756,c-t-id,164756,"FOLEY, BRIAN KEITH",c-t-eid,21530413,"FOLEY, BRIAN KEITH",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,174,HOUSE DISTRICT 061,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,C,Challenger,9,28637.48
s=AL&y=2014&f-core=1&c-t-id=164731,c-t-id,164731,"CIAMARRA, CHERYL",c-t-eid,21458704,"CIAMARRA, CHERYL",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,156,HOUSE DISTRICT 043,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,108,26477.5
s=AL&y=2014&f-core=1&c-t-id=164674,c-t-id,164674,"BARNWELL, DON",c-t-eid,21334987,"BARNWELL, DON",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,130,HOUSE DISTRICT 017,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,18,26264.7
s=AL&y=2014&f-core=1&c-t-id=165323,c-t-id,165323,"PETERS, BETTY",c-t-eid,2706745,"PETERS, BETTY",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,9549,BOARD OF EDUCATION DISTRICT 002,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,41,25971.26
s=AL&y=2014&f-core=1&c-t-id=165304,c-t-id,165304,"BANDY, GEORGE (TOOTIE)",c-t-eid,6370701,"BANDY, GEORGE (TOOTIE)",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,196,HOUSE DISTRICT 083,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,32,25070
s=AL&y=2014&f-core=1&c-t-id=182533,c-t-id,182533,"BRAY, MARK",c-t-eid,26780823,"BRAY, MARK",c-t-pt,62,INDEPENDENT,c-t-p,3,Third-Party,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,14980,US HOUSE DISTRICT AL 005,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,31,24485.51
s=AL&y=2014&f-core=1&c-t-id=165432,c-t-id,165432,"PETERSON, MARY KATHY",c-t-eid,12531475,"PETERSON, MARY KATHY",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,9264,PUBLIC SERVICE COMMISSIONER,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,C,Challenger,9,24102.64
s=AL&y=2014&f-core=1&c-t-id=164619,c-t-id,164619,"JOSEY, SUZELLE",c-t-eid,21273420,"JOSEY, SUZELLE",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,248,SENATE DISTRICT 030,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,61,22919.27
s=AL&y=2014&f-core=1&c-t-id=165325,c-t-id,165325,"MCGRIFF, PATRICIA",c-t-eid,22025533,"MCGRIFF, PATRICIA",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,9546,BOARD OF EDUCATION DISTRICT 006,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,55,22709
s=AL&y=2014&f-core=1&c-t-id=164641,c-t-id,164641,"JOLY, FRED",c-t-eid,21273439,"JOLY, FRED",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,116,HOUSE DISTRICT 003,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,62,22397.89
s=AL&y=2014&f-core=1&c-t-id=164607,c-t-id,164607,"JOYNER, DANNY B",c-t-eid,21273408,"JOYNER, DANNY B",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,240,SENATE DISTRICT 022,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,20,22001
s=AL&y=2014&f-core=1&c-t-id=165271,c-t-id,165271,"HEAD, GARY",c-t-eid,21777631,"HEAD, GARY",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,196,HOUSE DISTRICT 083,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,71,21898.62
s=AL&y=2014&f-core=1&c-t-id=165269,c-t-id,165269,"DUDLEY, MERVIN",c-t-eid,21777629,"DUDLEY, MERVIN",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,193,HOUSE DISTRICT 080,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,C,Challenger,8,21667.51
s=AL&y=2014&f-core=1&c-t-id=165257,c-t-id,165257,"MOORE, THOMAS O",c-t-eid,21777116,"MOORE, THOMAS O",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,185,HOUSE DISTRICT 072,c-t-ftsts,Lost-Primary Runoff,Lost-Primary Runoff,c-t-ico,C,Challenger,66,21657.53
s=AL&y=2014&f-core=1&c-t-id=164598,c-t-id,164598,"COCHRAN, JOE",c-t-eid,21273400,"COCHRAN, JOE",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,235,SENATE DISTRICT 017,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,18,21082.26
s=AL&y=2014&f-core=1&c-t-id=165312,c-t-id,165312,"CLARKE, ADLINE CECLINE",c-t-eid,16753387,"CLARKE, ADLINE CECLINE",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,210,HOUSE DISTRICT 097,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,29,20450
s=AL&y=2014&f-core=1&c-t-id=164739,c-t-id,164739,"DRAKE, DICKIE",c-t-eid,12997397,"DRAKE, DICKIE",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,158,HOUSE DISTRICT 045,c-t-ftsts,Won-General,Won-General,c-t-ico,I,Incumbent,11,20350
s=AL&y=2014&f-core=1&c-t-id=165245,c-t-id,165245,"SHORES LEE, ARTHUR D",c-t-eid,21777077,"SHORES LEE, ARTHUR D",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,173,HOUSE DISTRICT 060,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,C,Challenger,33,20041.52
s=AL&y=2014&f-core=1&c-t-id=164670,c-t-id,164670,"BONNER, JIM",c-t-eid,21332834,"BONNER, JIM",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,130,HOUSE DISTRICT 017,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,C,Challenger,1,19999
s=AL&y=2014&f-core=1&c-t-id=165296,c-t-id,165296,"MCNEIL, CHRIS",c-t-eid,21778136,"MCNEIL, CHRIS",c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,215,HOUSE DISTRICT 102,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,O,Open,31,19751.52
s=AL&y=2014&f-core=1&c-t-id=165317,c-t-id,165317,"HASEEB, HENRY A",c-t-eid,21850933,"HASEEB, HENRY A",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,212,HOUSE DISTRICT 099,c-t-ftsts,Lost-Primary,Lost-Primary,c-t-ico,C,Challenger,56,19428
s=AL&y=2014&f-core=1&c-t-id=164724,c-t-id,164724,"COPLAND, TED",c-t-eid,21412743,"COPLAND, TED",c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,153,HOUSE DISTRICT 040,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,27,19368.52
s=AL&y=2014&f-core=1&c-t-id=182538,c-t-id,182538,"FLOTT, DARREN",c-t-eid,26780828,"FLOTT, DARREN",c-t-pt,62,INDEPENDENT,c-t-p,3,Third-Party,s,AL,AL,y,2014,2014,c-r-t,1,Standard,c-r-osid,211,HOUSE DISTRICT 098,c-t-ftsts,Lost-General,Lost-General,c-t-ico,C,Challenger,21,18496.97
